District,Date,LPC,CPC,NDP,GPC
London Centre,2024-06-02,30%,31%,31%,4%
London Centre,2024-06-02,30%,32%,30%,4%
London Centre,2024-06-09,29%,33%,30%,4%
London Centre,2024-06-09,29%,34%,29%,4%
London Centre,2024-06-16,28%,35%,28%,4%
London Centre,2024-06-16,28%,35%,29%,4%
London Centre,2024-06-23,27%,36%,29%,4%
London Centre,2024-06-23,27%,35%,30%,4%
London Centre,2024-06-30,28%,34%,30%,4%
London Centre,2024-06-30,27%,34%,30%,4%
London Centre,2024-07-07,27%,34%,30%,4%
London Centre,2024-07-07,28%,34%,30%,4%
Markham Stouffville,2024-05-01,39%,44%,10%,4%
Markham Stouffville,2024-07-01,40%,45%,9%,4%
Markham Stouffville,2024-09-01,40%,45%,9%,4%
Markham Stouffville,2024-11-01,42%,44%,9%,4%
Markham Stouffville,2025-01-01,41%,44%,9%,4%
Markham Stouffville,2025-03-01,42%,44%,9%,4%
Markham Stouffville,2025-05-01,42%,43%,10%,4%
Markham Stouffville,2025-07-01,41%,43%,11%,4%
Markham Stouffville,2025-09-01,40%,44%,10%,4%
Markham Stouffville,2025-11-01,40%,43%,10%,4%
Markham Stouffville,2024-05-12,40%,44%,10%,4%
Markham Stouffville,2024-05-12,40%,44%,10%,4%
Markham Stouffville,2024-05-19,40%,44%,10%,4%
Markham Stouffville,2024-05-19,40%,43%,10%,4%
Markham Stouffville,2024-05-26,40%,43%,10%,4%
Markham Stouffville,2024-05-26,40%,43%,10%,4%
Markham Stouffville,2024-06-02,42%,42%,10%,4%
Markham Stouffville,2024-06-02,41%,42%,9%,4%
Markham Stouffville,2024-06-09,41%,43%,9%,4%
Markham Stouffville,2024-06-09,40%,44%,9%,4%
Markham Stouffville,2024-06-16,39%,45%,9%,4%
Markham Stouffville,2024-06-16,38%,46%,9%,4%
Markham Stouffville,2024-06-23,37%,46%,10%,4%
Markham Stouffville,2024-06-23,38%,45%,10%,4%
Markham Stouffville,2024-06-30,38%,45%,10%,4%
Markham Stouffville,2024-06-30,38%,45%,10%,4%
Markham Stouffville,2024-07-07,38%,44%,10%,4%
Markham Stouffville,2024-07-07,39%,44%,10%,4%
Markham Thornhill,2024-05-01,49%,35%,10%,4%
Markham Thornhill,2024-07-01,50%,36%,9%,4%
Markham Thornhill,2024-09-01,50%,36%,9%,4%
Markham Thornhill,2024-11-01,51%,35%,9%,4%
Markham Thornhill,2025-01-01,51%,35%,9%,4%
Markham Thornhill,2025-03-01,51%,35%,9%,4%
Markham Thornhill,2025-05-01,52%,34%,10%,4%
Markham Thornhill,2025-07-01,50%,34%,10%,4%
Markham Thornhill,2025-09-01,50%,35%,10%,4%
Markham Thornhill,2025-11-01,50%,34%,10%,4%
Markham Thornhill,2024-05-12,50%,35%,10%,4%
Markham Thornhill,2024-05-12,50%,35%,10%,4%
Markham Thornhill,2024-05-19,50%,35%,10%,4%
Markham Thornhill,2024-05-19,49%,35%,10%,4%
Markham Thornhill,2024-05-26,49%,35%,10%,4%
Markham Thornhill,2024-05-26,50%,34%,10%,4%
Markham Thornhill,2024-06-02,51%,33%,10%,4%
Markham Thornhill,2024-06-02,51%,33%,9%,4%
Markham Thornhill,2024-06-09,50%,34%,9%,4%
Markham Thornhill,2024-06-09,50%,35%,9%,4%
Markham Thornhill,2024-06-16,49%,36%,9%,4%
Markham Thornhill,2024-06-16,48%,37%,9%,4%
Markham Thornhill,2024-06-23,47%,37%,10%,4%
Markham Thornhill,2024-06-23,48%,36%,10%,4%
Markham Thornhill,2024-06-30,48%,36%,10%,4%
Markham Thornhill,2024-06-30,48%,36%,10%,4%
Markham Thornhill,2024-07-07,48%,36%,10%,4%
Markham Thornhill,2024-07-07,49%,35%,10%,4%
Markham Unionville,2024-05-01,34%,52%,8%,5%
Markham Unionville,2024-07-01,35%,53%,6%,5%
Markham Unionville,2024-09-01,36%,53%,6%,5%
Markham Unionville,2024-11-01,37%,52%,6%,5%
Markham Unionville,2025-01-01,37%,52%,6%,5%
Markham Unionville,2025-03-01,37%,52%,6%,5%
Markham Unionville,2025-05-01,37%,51%,7%,5%
Markham Unionville,2025-07-01,36%,51%,8%,5%
Markham Unionville,2025-09-01,35%,52%,7%,5%
Markham Unionville,2025-11-01,36%,51%,7%,5%
Markham Unionville,2024-05-12,35%,52%,7%,5%
Markham Unionville,2024-05-12,35%,52%,7%,5%
Markham Unionville,2024-05-19,35%,52%,7%,5%
Markham Unionville,2024-05-19,35%,51%,7%,5%
Markham Unionville,2024-05-26,35%,51%,7%,5%
Markham Unionville,2024-05-26,36%,51%,7%,5%
Markham Unionville,2024-06-02,37%,50%,7%,5%
Markham Unionville,2024-06-02,37%,50%,7%,5%
Markham Unionville,2024-06-09,36%,51%,7%,6%
Markham Unionville,2024-06-09,35%,52%,6%,6%
Markham Unionville,2024-06-16,34%,53%,6%,5%
Markham Unionville,2024-06-16,33%,53%,7%,5%
Markham Unionville,2024-06-23,32%,54%,7%,5%
Markham Unionville,2024-06-23,33%,53%,7%,5%
Markham Unionville,2024-06-30,34%,53%,7%,5%
Markham Unionville,2024-06-30,34%,52%,7%,6%
Markham Unionville,2024-07-07,34%,52%,7%,6%
Markham Unionville,2024-07-07,34%,52%,8%,5%
Middlesex London,2024-05-01,16%,58%,17%,4%
Middlesex London,2024-07-01,16%,59%,17%,4%
Middlesex London,2024-09-01,16%,59%,17%,4%
Middlesex London,2024-11-01,17%,59%,17%,4%
Middlesex London,2025-01-01,17%,58%,17%,4%
Middlesex London,2025-03-01,17%,58%,17%,4%
Middlesex London,2025-05-01,17%,57%,18%,4%
Middlesex London,2025-07-01,16%,57%,19%,4%
Middlesex London,2025-09-01,16%,58%,18%,3%
Middlesex London,2025-11-01,16%,58%,17%,4%
Middlesex London,2024-05-12,16%,58%,17%,4%
Middlesex London,2024-05-12,16%,58%,17%,4%
Middlesex London,2024-05-19,16%,58%,17%,4%
Middlesex London,2024-05-19,16%,57%,18%,4%
Middlesex London,2024-05-26,16%,57%,18%,4%
Middlesex London,2024-05-26,16%,57%,18%,4%
Middlesex London,2024-06-02,17%,56%,18%,4%
Middlesex London,2024-06-02,17%,57%,17%,4%
Middlesex London,2024-06-09,16%,58%,17%,4%
Middlesex London,2024-06-09,16%,59%,16%,4%
Middlesex London,2024-06-16,16%,59%,16%,4%
Middlesex London,2024-06-16,15%,60%,16%,4%
Middlesex London,2024-06-23,15%,60%,16%,4%
Middlesex London,2024-06-23,15%,59%,17%,4%
Middlesex London,2024-06-30,15%,59%,17%,4%
Middlesex London,2024-06-30,15%,58%,17%,4%
Middlesex London,2024-07-07,15%,58%,17%,4%
Middlesex London,2024-07-07,16%,58%,17%,4%
Milton East Halton Hills South,2024-05-01,30%,51%,10%,5%
Milton East Halton Hills South,2024-07-01,31%,52%,10%,5%
Milton East Halton Hills South,2024-09-01,31%,52%,10%,5%
Milton East Halton Hills South,2024-11-01,32%,51%,9%,5%
Milton East Halton Hills South,2025-01-01,32%,51%,10%,5%
Milton East Halton Hills South,2025-03-01,32%,51%,10%,5%
Milton East Halton Hills South,2025-05-01,33%,50%,10%,5%
Milton East Halton Hills South,2025-07-01,31%,50%,11%,5%
Milton East Halton Hills South,2025-09-01,31%,51%,10%,4%
Milton East Halton Hills South,2025-11-01,31%,51%,10%,5%
Milton East Halton Hills South,2024-05-12,31%,51%,10%,5%
Milton East Halton Hills South,2024-05-12,31%,51%,10%,5%
Milton East Halton Hills South,2024-05-19,31%,51%,10%,5%
Milton East Halton Hills South,2024-05-19,30%,51%,11%,5%
Milton East Halton Hills South,2024-05-26,30%,51%,10%,5%
Milton East Halton Hills South,2024-05-26,31%,50%,10%,5%
Milton East Halton Hills South,2024-06-02,32%,49%,10%,5%
Milton East Halton Hills South,2024-06-02,32%,50%,10%,5%
Milton East Halton Hills South,2024-06-09,31%,50%,10%,5%
Milton East Halton Hills South,2024-06-09,30%,52%,9%,5%
Milton East Halton Hills South,2024-06-16,30%,53%,9%,5%
Milton East Halton Hills South,2024-06-16,29%,53%,9%,5%
Milton East Halton Hills South,2024-06-23,28%,53%,10%,5%
Milton East Halton Hills South,2024-06-23,29%,53%,10%,5%
Milton East Halton Hills South,2024-06-30,29%,52%,10%,5%
Milton East Halton Hills South,2024-06-30,29%,52%,10%,5%
Milton East Halton Hills South,2024-07-07,29%,51%,10%,5%
Milton East Halton Hills South,2024-07-07,30%,51%,10%,5%
Mississauga Centre,2024-05-01,42%,38%,13%,4%
Mississauga Centre,2024-07-01,43%,39%,13%,3%
Mississauga Centre,2024-09-01,43%,39%,12%,3%
Mississauga Centre,2024-11-01,45%,38%,12%,3%
Mississauga Centre,2025-01-01,44%,38%,12%,3%
Mississauga Centre,2025-03-01,44%,38%,12%,4%
Mississauga Centre,2025-05-01,45%,37%,13%,4%
Mississauga Centre,2025-07-01,44%,37%,14%,3%
Mississauga Centre,2025-09-01,43%,38%,13%,3%
Mississauga Centre,2025-11-01,43%,37%,13%,3%
Mississauga Centre,2024-05-12,43%,38%,13%,3%
Mississauga Centre,2024-05-12,43%,38%,13%,3%
Mississauga Centre,2024-05-19,43%,38%,13%,3%
Mississauga Centre,2024-05-19,42%,37%,13%,3%
Mississauga Centre,2024-05-26,43%,37%,13%,3%
Mississauga Centre,2024-05-26,43%,37%,13%,3%
Mississauga Centre,2024-06-02,45%,36%,13%,3%
Mississauga Centre,2024-06-02,45%,36%,12%,4%
Mississauga Centre,2024-06-09,44%,37%,12%,4%
Mississauga Centre,2024-06-09,43%,38%,12%,4%
Mississauga Centre,2024-06-16,43%,39%,11%,4%
Mississauga Centre,2024-06-16,42%,40%,12%,4%
Mississauga Centre,2024-06-23,41%,40%,12%,4%
Mississauga Centre,2024-06-23,41%,39%,13%,4%
Mississauga Centre,2024-06-30,42%,39%,13%,4%
Mississauga Centre,2024-06-30,42%,39%,13%,4%
Mississauga Centre,2024-07-07,42%,38%,13%,4%
Mississauga Centre,2024-07-07,42%,38%,13%,4%
Mississauga Erin Mills,2024-05-01,39%,43%,11%,4%
Mississauga Erin Mills,2024-07-01,40%,44%,11%,3%
Mississauga Erin Mills,2024-09-01,40%,44%,11%,3%
Mississauga Erin Mills,2024-11-01,41%,43%,11%,3%
Mississauga Erin Mills,2025-01-01,41%,43%,11%,3%
Mississauga Erin Mills,2025-03-01,41%,43%,11%,3%
Mississauga Erin Mills,2025-05-01,42%,42%,11%,4%
Mississauga Erin Mills,2025-07-01,41%,42%,12%,3%
Mississauga Erin Mills,2025-09-01,40%,43%,11%,3%
Mississauga Erin Mills,2025-11-01,40%,42%,11%,3%
Mississauga Erin Mills,2024-05-12,40%,43%,11%,3%
Mississauga Erin Mills,2024-05-12,40%,43%,11%,3%
Mississauga Erin Mills,2024-05-19,40%,43%,11%,3%
Mississauga Erin Mills,2024-05-19,39%,42%,12%,3%
Mississauga Erin Mills,2024-05-26,39%,42%,12%,3%
Mississauga Erin Mills,2024-05-26,40%,42%,12%,3%
Mississauga Erin Mills,2024-06-02,41%,41%,11%,3%
Mississauga Erin Mills,2024-06-02,41%,42%,11%,4%
Mississauga Erin Mills,2024-06-09,41%,42%,11%,4%
Mississauga Erin Mills,2024-06-09,40%,44%,10%,4%
Mississauga Erin Mills,2024-06-16,39%,44%,10%,4%
Mississauga Erin Mills,2024-06-16,38%,45%,11%,4%
Mississauga Erin Mills,2024-06-23,37%,45%,11%,4%
Mississauga Erin Mills,2024-06-23,38%,45%,11%,4%
Mississauga Erin Mills,2024-06-30,38%,44%,11%,4%
Mississauga Erin Mills,2024-06-30,38%,44%,11%,4%
Mississauga Erin Mills,2024-07-07,38%,43%,12%,4%
Mississauga Erin Mills,2024-07-07,39%,43%,11%,4%
Mississauga Lakeshore,2024-05-01,33%,48%,11%,5%
Mississauga Lakeshore,2024-07-01,34%,49%,10%,4%
Mississauga Lakeshore,2024-09-01,34%,49%,10%,4%
Mississauga Lakeshore,2024-11-01,35%,48%,10%,4%
Mississauga Lakeshore,2025-01-01,35%,48%,10%,4%
Mississauga Lakeshore,2025-03-01,35%,48%,10%,4%
Mississauga Lakeshore,2025-05-01,36%,47%,11%,5%
Mississauga Lakeshore,2025-07-01,35%,47%,11%,4%
Mississauga Lakeshore,2025-09-01,34%,48%,11%,4%
Mississauga Lakeshore,2025-11-01,34%,48%,11%,4%
Mississauga Lakeshore,2024-05-12,34%,48%,10%,4%
Mississauga Lakeshore,2024-05-12,34%,48%,10%,4%
Mississauga Lakeshore,2024-05-19,34%,48%,10%,4%
Mississauga Lakeshore,2024-05-19,34%,48%,11%,4%
Mississauga Lakeshore,2024-05-26,34%,48%,11%,4%
Mississauga Lakeshore,2024-05-26,34%,47%,11%,4%
Mississauga Lakeshore,2024-06-02,35%,46%,11%,4%
Mississauga Lakeshore,2024-06-02,35%,47%,10%,4%
Mississauga Lakeshore,2024-06-09,35%,47%,10%,5%
Mississauga Lakeshore,2024-06-09,34%,49%,9%,5%
Mississauga Lakeshore,2024-06-16,33%,50%,9%,5%
Mississauga Lakeshore,2024-06-16,32%,50%,10%,5%
Mississauga Lakeshore,2024-06-23,31%,51%,10%,5%
Mississauga Lakeshore,2024-06-23,32%,50%,10%,5%
Mississauga Lakeshore,2024-06-30,32%,49%,10%,5%
Mississauga Lakeshore,2024-06-30,32%,49%,10%,5%
Mississauga Lakeshore,2024-07-07,33%,49%,11%,5%
Mississauga Lakeshore,2024-07-07,33%,48%,11%,5%
Mississauga Malton,2024-05-01,40%,39%,15%,4%
Mississauga Malton,2024-07-01,41%,40%,15%,4%
Mississauga Malton,2024-09-01,41%,40%,15%,4%
Mississauga Malton,2024-11-01,42%,39%,14%,4%
Mississauga Malton,2025-01-01,42%,39%,15%,4%
Mississauga Malton,2025-03-01,42%,39%,14%,4%
Mississauga Malton,2025-05-01,43%,38%,15%,4%
Mississauga Malton,2025-07-01,41%,38%,16%,4%
Mississauga Malton,2025-09-01,41%,39%,15%,3%
Mississauga Malton,2025-11-01,41%,38%,15%,3%
Mississauga Malton,2024-05-12,41%,39%,15%,4%
Mississauga Malton,2024-05-12,41%,39%,15%,4%
Mississauga Malton,2024-05-19,41%,39%,15%,4%
Mississauga Malton,2024-05-19,40%,38%,15%,4%
Mississauga Malton,2024-05-26,40%,38%,15%,4%
Mississauga Malton,2024-05-26,41%,38%,15%,4%
Mississauga Malton,2024-06-02,42%,37%,15%,4%
Mississauga Malton,2024-06-02,43%,38%,14%,4%
Mississauga Malton,2024-06-09,42%,38%,14%,4%
Mississauga Malton,2024-06-09,41%,40%,13%,4%
Mississauga Malton,2024-06-16,41%,41%,13%,4%
Mississauga Malton,2024-06-16,40%,41%,14%,4%
Mississauga Malton,2024-06-23,39%,41%,14%,4%
Mississauga Malton,2024-06-23,39%,41%,14%,4%
Mississauga Malton,2024-06-30,40%,40%,15%,4%
Mississauga Malton,2024-06-30,40%,40%,15%,4%
Mississauga Malton,2024-07-07,40%,40%,15%,4%
Mississauga Malton,2024-07-07,40%,39%,15%,4%
Mississauga Streetsville,2024-05-01,35%,44%,13%,4%
Mississauga Streetsville,2024-07-01,36%,44%,13%,4%
Mississauga Streetsville,2024-09-01,37%,44%,13%,4%
Mississauga Streetsville,2024-11-01,38%,44%,12%,4%
Mississauga Streetsville,2025-01-01,37%,43%,13%,4%
Mississauga Streetsville,2025-03-01,38%,43%,13%,4%
Mississauga Streetsville,2025-05-01,38%,42%,13%,4%
Mississauga Streetsville,2025-07-01,37%,43%,14%,4%
Mississauga Streetsville,2025-09-01,36%,43%,13%,4%
Mississauga Streetsville,2025-11-01,37%,43%,13%,4%
Mississauga Streetsville,2024-05-12,36%,43%,13%,4%
Mississauga Streetsville,2024-05-12,36%,44%,13%,4%
Mississauga Streetsville,2024-05-19,36%,44%,13%,4%
Mississauga Streetsville,2024-05-19,36%,43%,14%,4%
Mississauga Streetsville,2024-05-26,36%,43%,13%,4%
Mississauga Streetsville,2024-05-26,37%,42%,13%,4%
Mississauga Streetsville,2024-06-02,38%,41%,13%,4%
Mississauga Streetsville,2024-06-02,38%,42%,12%,4%
Mississauga Streetsville,2024-06-09,37%,43%,12%,5%
Mississauga Streetsville,2024-06-09,36%,44%,12%,5%
Mississauga Streetsville,2024-06-16,35%,45%,12%,5%
Mississauga Streetsville,2024-06-16,35%,45%,12%,4%
Mississauga Streetsville,2024-06-23,34%,46%,13%,4%
Mississauga Streetsville,2024-06-23,34%,45%,13%,4%
Mississauga Streetsville,2024-06-30,35%,44%,13%,5%
Mississauga Streetsville,2024-06-30,35%,44%,13%,5%
Mississauga Streetsville,2024-07-07,35%,44%,13%,5%
Mississauga Streetsville,2024-07-07,35%,44%,13%,4%
Nepean,2024-05-01,34%,43%,17%,4%
Nepean,2024-07-01,35%,43%,17%,4%
Nepean,2024-09-01,35%,43%,17%,4%
Nepean,2024-11-01,36%,42%,17%,4%
Nepean,2025-01-01,36%,42%,17%,4%
Nepean,2025-03-01,36%,42%,17%,4%
Nepean,2025-05-01,36%,41%,17%,4%
Nepean,2025-07-01,35%,41%,18%,4%
Nepean,2025-09-01,35%,42%,17%,4%
Nepean,2025-11-01,35%,42%,17%,4%
Nepean,2024-05-12,35%,42%,17%,4%
Nepean,2024-05-12,35%,42%,17%,4%
Nepean,2024-05-19,35%,42%,17%,4%
Nepean,2024-05-19,34%,42%,18%,4%
Nepean,2024-05-26,34%,42%,18%,4%
Nepean,2024-05-26,35%,41%,17%,4%
Nepean,2024-06-02,36%,40%,17%,4%
Nepean,2024-06-02,36%,41%,16%,4%
Nepean,2024-06-09,36%,41%,16%,4%
Nepean,2024-06-09,35%,43%,15%,4%
Nepean,2024-06-16,34%,44%,15%,4%
Nepean,2024-06-16,33%,44%,16%,4%
Nepean,2024-06-23,32%,45%,16%,4%
Nepean,2024-06-23,33%,44%,16%,4%
Nepean,2024-06-30,34%,43%,16%,4%
Nepean,2024-06-30,34%,43%,17%,4%
Nepean,2024-07-07,34%,43%,17%,4%
Nepean,2024-07-07,34%,43%,17%,4%
Niagara South,2024-05-01,21%,46%,23%,4%
Niagara South,2024-07-01,22%,46%,24%,4%
Niagara South,2024-09-01,22%,46%,24%,4%
Niagara South,2024-11-01,23%,45%,24%,4%
Niagara South,2025-01-01,22%,45%,24%,4%
Niagara South,2025-03-01,23%,45%,24%,4%
Niagara South,2025-05-01,23%,44%,25%,4%
Niagara South,2025-07-01,22%,44%,25%,4%
Niagara South,2025-09-01,21%,45%,24%,4%
Niagara South,2025-11-01,22%,45%,24%,4%
Niagara South,2024-05-12,22%,45%,24%,4%
Niagara South,2024-05-12,21%,46%,24%,4%
Niagara South,2024-05-19,21%,46%,24%,4%
Niagara South,2024-05-19,21%,45%,25%,4%
Niagara South,2024-05-26,21%,45%,24%,4%
Niagara South,2024-05-26,22%,44%,24%,4%
Niagara South,2024-06-02,22%,44%,24%,4%
Niagara South,2024-06-02,22%,45%,23%,4%
Niagara South,2024-06-09,22%,45%,23%,4%
Niagara South,2024-06-09,21%,47%,22%,4%
Niagara South,2024-06-16,21%,48%,21%,4%
Niagara South,2024-06-16,21%,48%,22%,4%
Niagara South,2024-06-23,20%,48%,22%,4%
Niagara South,2024-06-23,20%,47%,22%,4%
Niagara South,2024-06-30,21%,47%,23%,4%
Niagara South,2024-06-30,21%,46%,23%,4%
Niagara South,2024-07-07,21%,46%,23%,4%
Niagara South,2024-07-07,21%,46%,23%,4%
Oakville East,2024-05-01,34%,49%,10%,4%
Oakville East,2024-07-01,35%,50%,10%,3%
Oakville East,2024-09-01,35%,50%,10%,3%
Oakville East,2024-11-01,36%,49%,9%,3%
Oakville East,2025-01-01,36%,49%,10%,3%
Oakville East,2025-03-01,36%,49%,10%,3%
Oakville East,2025-05-01,37%,48%,10%,4%
Oakville East,2025-07-01,35%,48%,11%,3%
Oakville East,2025-09-01,35%,49%,10%,3%
Oakville East,2025-11-01,35%,49%,10%,3%
Oakville East,2024-05-12,35%,49%,10%,3%
Oakville East,2024-05-12,35%,49%,10%,3%
Oakville East,2024-05-19,35%,49%,10%,3%
Oakville East,2024-05-19,34%,49%,11%,3%
Oakville East,2024-05-26,34%,49%,11%,3%
Oakville East,2024-05-26,35%,48%,10%,3%
Oakville East,2024-06-02,36%,47%,10%,3%
Oakville East,2024-06-02,36%,48%,10%,4%
Oakville East,2024-06-09,36%,48%,10%,4%
Oakville East,2024-06-09,35%,50%,9%,4%
Oakville East,2024-06-16,34%,51%,9%,4%
Oakville East,2024-06-16,33%,51%,9%,4%
Oakville East,2024-06-23,32%,52%,10%,4%
Oakville East,2024-06-23,33%,51%,10%,4%
Oakville East,2024-06-30,33%,50%,10%,4%
Oakville East,2024-06-30,33%,50%,10%,4%
Oakville East,2024-07-07,34%,50%,10%,4%
Oakville East,2024-07-07,34%,49%,10%,4%
Oakville West,2024-05-01,35%,48%,10%,4%
Oakville West,2024-07-01,37%,49%,9%,4%
Oakville West,2024-09-01,37%,49%,9%,4%
Oakville West,2024-11-01,38%,48%,9%,3%
Oakville West,2025-01-01,38%,48%,9%,4%
Oakville West,2025-03-01,38%,48%,9%,4%
Oakville West,2025-05-01,38%,47%,9%,4%
Oakville West,2025-07-01,37%,47%,10%,4%
Oakville West,2025-09-01,36%,48%,10%,3%
Oakville West,2025-11-01,37%,48%,9%,3%
Oakville West,2024-05-12,36%,48%,9%,3%
Oakville West,2024-05-12,36%,48%,9%,3%
Oakville West,2024-05-19,36%,48%,9%,3%
Oakville West,2024-05-19,36%,48%,10%,4%
Oakville West,2024-05-26,36%,48%,10%,4%
Oakville West,2024-05-26,37%,47%,10%,4%
Oakville West,2024-06-02,38%,46%,9%,4%
Oakville West,2024-06-02,38%,47%,9%,4%
Oakville West,2024-06-09,37%,47%,9%,4%
Oakville West,2024-06-09,36%,49%,9%,4%
Oakville West,2024-06-16,35%,50%,8%,4%
Oakville West,2024-06-16,34%,50%,9%,4%
Oakville West,2024-06-23,34%,51%,9%,4%
Oakville West,2024-06-23,34%,50%,9%,4%
Oakville West,2024-06-30,35%,49%,9%,4%
Oakville West,2024-06-30,35%,49%,10%,4%
Oakville West,2024-07-07,35%,49%,10%,4%
Oakville West,2024-07-07,35%,48%,10%,4%
Orléans,2024-05-01,41%,38%,16%,4%
Orléans,2024-07-01,41%,38%,16%,3%
Orléans,2024-09-01,42%,38%,16%,3%
Orléans,2024-11-01,43%,37%,15%,3%
Orléans,2025-01-01,42%,37%,16%,3%
Orléans,2025-03-01,43%,37%,15%,3%
Orléans,2025-05-01,43%,36%,16%,3%
Orléans,2025-07-01,42%,36%,17%,3%
Orléans,2025-09-01,41%,37%,16%,3%
Orléans,2025-11-01,42%,37%,16%,3%
Orléans,2024-05-12,41%,37%,16%,3%
Orléans,2024-05-12,41%,37%,16%,3%
Orléans,2024-05-19,41%,37%,16%,3%
Orléans,2024-05-19,41%,37%,16%,3%
Orléans,2024-05-26,41%,37%,16%,3%
Orléans,2024-05-26,42%,36%,16%,3%
Orléans,2024-06-02,43%,35%,16%,3%
Orléans,2024-06-02,43%,36%,15%,3%
Orléans,2024-06-09,42%,36%,15%,4%
Orléans,2024-06-09,42%,38%,14%,4%
Orléans,2024-06-16,41%,39%,14%,4%
Orléans,2024-06-16,40%,39%,15%,4%
Orléans,2024-06-23,39%,40%,15%,4%
Orléans,2024-06-23,40%,39%,15%,4%
Orléans,2024-06-30,40%,38%,15%,4%
Orléans,2024-06-30,40%,38%,16%,4%
Orléans,2024-07-07,40%,38%,16%,4%
Orléans,2024-07-07,41%,38%,16%,4%
Oshawa,2024-05-01,12%,52%,27%,5%
Oshawa,2024-07-01,12%,50%,28%,7%
Oshawa,2024-09-01,12%,50%,28%,7%
Oshawa,2024-11-01,13%,49%,28%,7%
Oshawa,2025-01-01,13%,49%,28%,7%
Oshawa,2025-03-01,13%,49%,28%,7%
Oshawa,2025-05-01,13%,48%,29%,7%
Oshawa,2025-07-01,12%,48%,30%,7%
Oshawa,2025-09-01,12%,51%,29%,4%
Oshawa,2025-11-01,12%,50%,29%,5%
Oshawa,2024-05-12,12%,51%,28%,5%
Oshawa,2024-05-12,12%,51%,28%,5%
Oshawa,2024-05-19,12%,51%,28%,5%
Oshawa,2024-05-19,12%,50%,29%,5%
Oshawa,2024-05-26,12%,50%,29%,5%
Oshawa,2024-05-26,12%,49%,29%,5%
Oshawa,2024-06-02,13%,49%,29%,5%
Oshawa,2024-06-02,13%,50%,27%,5%
Oshawa,2024-06-09,12%,50%,27%,5%
Oshawa,2024-06-09,12%,52%,26%,5%
Oshawa,2024-06-16,12%,53%,26%,5%
Oshawa,2024-06-16,11%,53%,26%,5%
Oshawa,2024-06-23,11%,53%,26%,5%
Oshawa,2024-06-23,11%,53%,27%,5%
Oshawa,2024-06-30,11%,52%,27%,5%
Oshawa,2024-06-30,11%,52%,27%,5%
Oshawa,2024-07-07,11%,51%,27%,5%
Oshawa,2024-07-07,12%,52%,27%,5%
Ottawa Centre,2024-05-01,35%,24%,32%,6%
Ottawa Centre,2024-07-01,35%,23%,34%,5%
Ottawa Centre,2024-09-01,35%,23%,34%,5%
Ottawa Centre,2024-11-01,36%,23%,34%,5%
Ottawa Centre,2025-01-01,36%,23%,34%,5%
Ottawa Centre,2025-03-01,36%,23%,34%,5%
Ottawa Centre,2025-05-01,36%,22%,34%,5%
Ottawa Centre,2025-07-01,35%,22%,35%,5%
Ottawa Centre,2025-09-01,35%,23%,34%,5%
Ottawa Centre,2025-11-01,36%,23%,33%,5%
Ottawa Centre,2024-05-12,35%,23%,33%,5%
Ottawa Centre,2024-05-12,35%,23%,33%,5%
Ottawa Centre,2024-05-19,35%,23%,33%,5%
Ottawa Centre,2024-05-19,34%,23%,34%,5%
Ottawa Centre,2024-05-26,35%,23%,34%,5%
Ottawa Centre,2024-05-26,35%,22%,34%,5%
Ottawa Centre,2024-06-02,36%,22%,33%,5%
Ottawa Centre,2024-06-02,37%,23%,31%,6%
Ottawa Centre,2024-06-09,36%,23%,32%,6%
Ottawa Centre,2024-06-09,36%,24%,31%,6%
Ottawa Centre,2024-06-16,36%,25%,30%,6%
Ottawa Centre,2024-06-16,35%,25%,31%,6%
Ottawa Centre,2024-06-23,34%,26%,32%,6%
Ottawa Centre,2024-06-23,34%,25%,32%,6%
Ottawa Centre,2024-06-30,35%,24%,32%,6%
Ottawa Centre,2024-06-30,34%,24%,32%,6%
Ottawa Centre,2024-07-07,34%,24%,33%,6%
Ottawa Centre,2024-07-07,35%,24%,32%,6%
Ottawa South,2024-05-01,38%,36%,19%,5%
Ottawa South,2024-07-01,39%,36%,19%,4%
Ottawa South,2024-09-01,39%,36%,19%,4%
Ottawa South,2024-11-01,40%,35%,19%,4%
Ottawa South,2025-01-01,40%,35%,19%,4%
Ottawa South,2025-03-01,40%,35%,19%,4%
Ottawa South,2025-05-01,40%,34%,20%,4%
Ottawa South,2025-07-01,39%,34%,20%,4%
Ottawa South,2025-09-01,39%,35%,19%,4%
Ottawa South,2025-11-01,39%,35%,19%,4%
Ottawa South,2024-05-12,39%,35%,19%,4%
Ottawa South,2024-05-12,39%,35%,19%,4%
Ottawa South,2024-05-19,39%,35%,19%,4%
Ottawa South,2024-05-19,38%,35%,20%,4%
Ottawa South,2024-05-26,38%,35%,20%,4%
Ottawa South,2024-05-26,39%,34%,19%,4%
Ottawa South,2024-06-02,40%,33%,19%,4%
Ottawa South,2024-06-02,40%,34%,18%,4%
Ottawa South,2024-06-09,40%,34%,18%,5%
Ottawa South,2024-06-09,39%,36%,17%,5%
Ottawa South,2024-06-16,39%,37%,17%,5%
Ottawa South,2024-06-16,38%,37%,18%,5%
Ottawa South,2024-06-23,37%,38%,18%,5%
Ottawa South,2024-06-23,37%,37%,19%,5%
Ottawa South,2024-06-30,38%,36%,19%,5%
Ottawa South,2024-06-30,38%,36%,19%,5%
